"term","estimate","se_model","lower_model","upper_model","p_model","se_CR2","lower_CR2","upper_CR2","p_CR2","df_CR2"
"age_r",0.324598866522796,0.0615434604910779,0.203975900476319,0.445221832569272,1.33261481889921e-07,0.338923606662039,-0.346563012038694,0.995760745084286,0.340155007577277,117.985309963842
"age_r_sq",-0.0199685901480885,0.0083135428388513,-0.0362628346961679,-0.00367434560000904,0.0163086026246288,0.043763515164987,-0.10667210322551,0.0667349229293335,0.649061649654445,112.988395286091
"gap_years",-0.138857444823748,0.138745065214004,-0.410792775675857,0.133077886028361,0.316918687614192,0.106027537963988,-0.352001925749943,0.0742870361024469,0.196510090614908,48.335072727956
"has_overlap_f",-0.956607497177019,3.48610484641173,-7.78924744247454,5.8760324481205,0.783772762481212,2.53267885055833,-6.00598056849993,4.09276557414589,0.706767657819059,71.5273449945887
"pub_preprint",0.245223151632198,4.56055790251339,-8.69330608670357,9.18375238996796,0.95711807023334,6.58211190600384,-12.9730213607883,13.4634676640527,0.970428194261358,50.3561483322327
"pub_meta",-0.882248999024335,4.15118013517344,-9.01841255730238,7.25391455925371,0.83169382283334,3.56238266837141,-8.01329179450839,6.24879379645972,0.80527537450313,57.9392772809805
"SNIP_centered",-0.185265957834064,0.742985550940914,-1.6414908787119,1.27095896304378,0.803087444303201,0.696021802396547,-1.56597066517647,1.19543874950834,0.790643962164605,101.092531721016
"snip_missing_f",-0.709282148576301,3.69226471060363,-7.94598800274762,6.52742370559501,0.8476642784822,2.9175229488044,-6.54352519944034,5.12496090228774,0.808737050478419,60.847690320329
"is_oa_f",2.77821188725014,2.4729448014555,-2.06867085935819,7.62509463385847,0.261249505811195,2.89868859140409,-2.93234917042809,8.48877294492837,0.338821385474337,236.395590663166
"is_oa_missing",8.47772765940634,4.41152917749948,-0.16871064524025,17.1241659640529,0.0546408906010854,6.0676159885632,-3.492763270492,20.4482185893047,0.164021579138284,185.296941603984
"same_journal_f",0.449603073944262,3.25645341514787,-5.93292833707803,6.83213448496655,0.890188844565634,2.60628795418415,-4.72425830956978,5.6234644574583,0.863404386760275,95.3922364826204
"same_journal_missing",2.76437980900808,5.43016333901973,-7.87854476564035,13.4073043836565,0.610697149520708,5.21627839808273,-7.72128289025908,13.2500425082752,0.598566577931341,48.4232868627824
"subj_cognitive_psychology",-8.57179041018454,3.31247139212544,-15.0641150385697,-2.07946578179942,0.00966099279638138,3.26228032164292,-15.0193069434086,-2.12427387696051,0.00952118260409827,145.66747488737
"subj_developmental_psychology",-10.2641799997019,6.39635241976092,-22.800800374859,2.27244037545509,0.108561450452768,4.09263202614049,-18.8211261742593,-1.70723382514454,0.0212209571228236,19.300950421131
"subj_social_psychology",-5.85814744492339,3.35022847137258,-12.4244745887943,0.708179698947542,0.0803633906310852,3.03738604716695,-11.869886746576,0.153591856729182,0.0560521582476468,124.206554546191
"subj_psychology_other",-6.33121738117675,7.05244386608417,-20.1537533616921,7.49131859933863,0.369327473813296,5.6737105794717,-18.3519997379797,5.68956497562622,0.280834867188783,16.1145795916444
"subj_biological_neuropsychology",-9.14026147912604,5.93193551924773,-20.7666414554655,2.48611849721341,0.123351711708527,4.46111421087695,-18.2247345161827,-0.0557884420693409,0.0486900003193959,32.2278778300068
"subj_clinical_psychology",-8.4740269480143,8.30116447452371,-24.7440103478241,7.79595645179553,0.307337887200951,7.46208998592137,-25.2554042459267,8.3073503498981,0.284354154635351,9.36226040597968
"subj_differential_personality_diagnostics",19.3020730936743,7.32955626570497,4.93640679023264,33.6677393971159,0.00845204748396178,19.2199093293363,-22.9632574821561,61.5674036695047,0.336673872563375,11.0803671765842
"subj_human_medicine",-12.2661470594001,4.98655428928334,-22.0396138733492,-2.49268024545101,0.013899730942129,6.30747425038659,-24.9329521789897,0.400658060189564,0.0574081324172026,50.3416190525452
"subj_sociology_social_sciences",-3.00975895902964,8.22261947635323,-19.1257969912596,13.1062790732003,0.714339645084986,8.00982377777943,-20.0565591347833,14.0370412167241,0.712267118549967,15.2645555492405
"subj_health_sciences_general",-2.92600511140284,8.52612294866093,-19.6368990185387,13.784888795733,0.731462146476828,5.86556380779902,-15.6310614093725,9.77905118656682,0.62643479912647,12.6733973509738
"subj_biology",-25.219101018096,4.50831659878312,-34.0552391826151,-16.382962853577,2.22016692460513e-08,6.15798353321862,-37.5292864412345,-12.9089155949576,0.000124492237939686,61.8606187627753
"subj_education",-9.2936211878677,6.74659921816325,-22.5167126735938,3.92947029785836,0.168349436840893,4.18055630741508,-18.1025960821195,-0.484646293615906,0.0398199590283434,17.2892647672222
"subj_political_science",-12.0600778827849,5.53062356818507,-22.899900888476,-1.22025487709372,0.029213013396549,5.35375305970572,-22.8212821068699,-1.29887365869982,0.0288356641578081,48.5656072420946
"subj_general_comparative_literature_linguistics",-2.56700207667766,7.90188167086215,-18.0544055616647,12.9204014083093,0.74528733844508,4.00455527933898,-11.5178149158902,6.3838107625349,0.536249967848412,9.77350833895272
"subj_microeconomics",-2.54174563171854,4.22613718135327,-10.8248223008966,5.74133103745949,0.547550479354692,3.32974383266031,-9.21727819976388,4.1337869363268,0.448575107910376,54.071398617663
"subj_marketing",-3.39938777317177,8.93030768946893,-20.902469215392,14.1036936690484,0.70345747745506,5.43388195595482,-15.5610431870995,8.76226764075594,0.546046406758995,9.68147717843403
