"doi_o","doi_r","type_r","is_oa","publication_access_group","unpaywall_coverage","n_originals_for_replication","multi_original_f"
"10.1016/j.jpeds.2017.10.028","10.1007/s11126-020-09742-5","article",FALSE,"article_closed","status_available",1,0
"10.1016/j.jpubeco.2010.06.002","10.1080/00220388.2018.1506576","article",TRUE,"article_oa","status_available",1,0
"10.1016/j.jsams.2013.02.006","10.1016/j.mgene.2016.03.007","article",TRUE,"article_oa","status_available",2,0
"10.1016/j.jslw.2012.05.011","10.1017/s0261444815000087","article",FALSE,"article_closed","status_available",1,0
"10.1016/j.jss.2016.07.016","10.18466/cbayarfbe.489291","article",TRUE,"article_oa","status_available",1,0
"10.1016/j.labeco.2004.02.009","10.1080/13504851.2019.1644429","article",FALSE,"article_closed","status_available",1,0
"10.1016/j.labeco.2016.04.004","10.1016/j.econedurev.2020.102009","article",FALSE,"article_closed","status_available",1,0
"10.1016/j.media.2013.06.003","10.1038/s41598-020-63924-6","article",TRUE,"article_oa","status_available",1,0
"10.1016/j.neulet.2009.06.030","10.1037/a0027210","article",FALSE,"article_closed","status_available",1,0
"10.1016/j.neuroimage.2014.08.018","10.1101/218420","preprint",TRUE,"preprint","status_available",1,0
"10.1016/j.nlm.2016.01.008","10.1038/s41598-019-56033-6","article",TRUE,"article_oa","status_available",1,0
"10.1016/j.obhdp.2004.12.002","10.1016/j.jesp.2020.104066","article",TRUE,"article_oa","status_available",2,0
"10.1016/j.obhdp.2014.07.004","10.1177/1948550620944083","article",FALSE,"article_closed","status_available",1,0
"10.1016/j.paid.2009.11.029","10.3389/fnhum.2014.00154","article",TRUE,"article_oa","status_available",1,0
"10.1016/j.paid.2013.04.031","10.1016/j.evolhumbehav.2018.02.008","article",TRUE,"article_oa","status_available",3,0
"10.1016/j.poetic.2015.07.001","10.24839/2325-7342.jn26.4.422","article",TRUE,"article_oa","status_available",1,0
"10.1016/j.pscychresns.2010.11.008","10.3389/fpsyt.2020.00777","article",TRUE,"article_oa","status_available",1,0
"10.1016/j.socscimed.2004.06.039","10.1016/j.schres.2017.05.013","article",TRUE,"article_oa","status_available",1,0
"10.1016/j.ssresearch.2014.08.001","10.17645/si.v6i2.1395","article",TRUE,"article_oa","status_available",1,0
"10.1016/j.system.2008.08.002","10.1080/01434632.2020.1730861","article",FALSE,"article_closed","status_available",1,0
"10.1016/s0006-3223(02)01333-1","10.3109/10253890.2011.631154","article",TRUE,"article_oa","status_available",1,0
"10.1016/s0010-0277(02)00235-4","10.1016/j.actpsy.2019.102871","article",FALSE,"article_closed","status_available",1,0
"10.1016/s0010-0277(98)00075-4","10.31234/osf.io/qmptz","preprint",TRUE,"preprint","status_available",1,0
"10.1016/s0022-1031(03)00057-x","10.17605/osf.io/dhfns","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1016/s0065-2601(08)60076-3","10.31234/osf.io/fbwpd","preprint",TRUE,"preprint","status_available",1,0
"10.1016/s0092-8674(03)00934-6","10.7554/elife.40854.028","peer-review",TRUE,"other_unclassified","status_available",1,0
"10.1016/s0304-3932(99)00026-4","10.1007/s00181-019-01778-2","article",FALSE,"article_closed","status_available",1,0
"10.1016/s0305-750x(00)00018-8","10.1016/j.worlddev.2011.05.001","article",TRUE,"article_oa","status_available",1,0
"10.1016/s0896-6273(00)80855-7","10.1101/110791","preprint",TRUE,"preprint","status_available",1,0
"10.1016/s0960-9822(01)00023-9","10.17632/4676n2pdrf.3","article",NA,"online_deposit","status_not_retrieved",1,0
"10.1016/s1470-2045(09)70003-8","10.1182/blood.v128.22.4338.4338","article",FALSE,"article_closed","status_available",1,0
"10.1017/s0003055406062083","10.1086/694653","article",FALSE,"article_closed","status_available",1,0
"10.1017/s0007123413000422","10.17605/osf.io/5vntp","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1017/s0033291712002760","10.31234/osf.io/4wbgc","preprint",TRUE,"preprint","status_available",1,0
"10.1017/s0272263112000149","10.1075/bpa.3.13goo","book-chapter",FALSE,"other_unclassified","status_available",1,0
"10.1017/xps.2014.22","10.17605/osf.io/5vx27","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1023/a:1015044207315","10.17605/osf.io/8wd2b",NA,NA,"online_deposit","status_not_retrieved",1,0
"10.1027/1864-9335/a000147","10.1016/j.jesp.2015.10.012","article",TRUE,"article_oa","status_available",2,0
"10.1027/1864-9335/a000216","10.31234/osf.io/ftme7","preprint",TRUE,"preprint","status_available",1,0
"10.1037/0012-1649.37.1.86","10.1037/a0035736","review",FALSE,"article_closed","status_available",1,0
"10.1037/0021-843x.95.3.274","10.1002/1098-108x(198811)7:6<813::aid-eat2260070612>3.0.co;2-4","article",FALSE,"article_closed","status_available",1,0
"10.1037/0021-9010.72.3.344","10.1037/a0024739","article",FALSE,"article_closed","status_available",1,0
"10.1037/0021-9010.77.4.419","10.1037/xap0000321","article",FALSE,"article_closed","status_available",1,0
"10.1037/0021-9010.83.3.462","10.1111/emre.12425","article",TRUE,"article_oa","status_available",1,0
"10.1037/0022-006x.74.4.658","10.1007/s41811-019-00044-8","book-chapter",TRUE,"article_oa","status_available",1,0
"10.1037/0022-006x.74.6.1041","10.1037/pst0000036","article",FALSE,"article_closed","status_available",1,0
"10.1037/0022-0663.90.2.312","10.1024/1010-0652/a000047","article",TRUE,"article_oa","status_available",1,0
"10.1037/0022-0663.91.2.358","10.1024/1010-0652/a000049","article",FALSE,"article_closed","status_available",1,0
"10.1037/0022-0663.93.2.390","10.1111/jcal.12485","article",TRUE,"article_oa","status_available",1,0
"10.1037/0022-3514.37.10.1660","10.1177/2515245918777487","article",TRUE,"article_oa","status_available",1,0
"10.1037/0022-3514.41.4.703","10.1080/15534510.2019.1669488","article",TRUE,"article_oa","status_available",1,0
"10.1037/0022-3514.46.4.778","10.1017/xps.2017.8","article",FALSE,"article_closed","status_available",1,0
"10.1037/0022-3514.66.1.37","10.71889/5fylantbak.29865677",NA,NA,"other_unclassified","status_not_retrieved",1,0
"10.1037/0022-3514.67.4.627","10.31234/osf.io/dkg53","preprint",TRUE,"preprint","status_available",1,0
"10.1037/0022-3514.71.2.230",NA,NA,NA,"doi_unavailable","doi_unavailable",NA,0
"10.1037/0022-3514.75.1.5","10.31234/osf.io/hty6s","preprint",TRUE,"preprint","status_available",1,0
"10.1037/0022-3514.78.6.1038","10.1037/xge0000644","article",TRUE,"article_oa","status_available",1,0
"10.1037/0022-3514.80.4.557","10.17605/osf.io/smrha",NA,NA,"online_deposit","status_not_retrieved",1,0
"10.1037/0022-3514.81.6.1014","10.1371/journal.pone.0072467","article",TRUE,"article_oa","status_available",1,0
"10.1037/0022-3514.82.2.180","10.21193/kjspp.2013.27.3.004","article",TRUE,"article_oa","status_available",1,0
"10.1037/0022-3514.82.6.956","10.1177/1745691616664694","article",TRUE,"article_oa","status_available",1,0
"10.1037/0022-3514.91.6.995","10.1080/02699931.2018.1429389","article",FALSE,"article_closed","status_available",1,0
"10.1037/0022-3514.92.6.1087","10.13016/m26k8d","dissertation",NA,"online_deposit","status_not_retrieved",2,0
"10.1037/0022-3514.94.1.1","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0022-3514.94.1.158","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0022-3514.94.1.91","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0022-3514.94.2.183","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0022-3514.94.2.94.2.196","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0022-3514.94.3.382","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0022-3514.94.3.396","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0022-3514.94.3.429","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0022-3514.94.3.495","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0022-3514.94.4.560","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0022-3514.94.4.615","10.17605/osf.io/etg7c",NA,NA,"online_deposit","status_not_retrieved",1,0
"10.1037/0022-3514.94.4.672","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0022-3514.94.4.696","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0022-3514.95.1.76","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0022-3514.95.2.420","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0096-3445.114.1.1","10.1037/xlm0000265","article",FALSE,"article_closed","status_available",1,0
"10.1037/0096-3445.122.3.331","10.5334/joc.35","article",TRUE,"article_oa","status_available",1,0
"10.1037/0096-3445.130.3.427","10.1098/rsos.191114","article",TRUE,"article_oa","status_available",1,0
"10.1037/0096-3445.135.4.641","10.31234/osf.io/gd6ej","preprint",TRUE,"preprint","status_available",1,0
"10.1037/0096-3445.136.4.569","10.1177/2515245918810225","article",TRUE,"article_oa","status_available",7,1
"10.1037/0278-7393.21.4.961","10.2478/v10053-008-0086-0","article",TRUE,"article_oa","status_available",1,0
"10.1037/0278-7393.34.1.146","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0278-7393.34.1.167","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0278-7393.34.1.219","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0278-7393.34.1.230","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0278-7393.34.1.237","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0278-7393.34.1.243","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0278-7393.34.1.249","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0278-7393.34.2.302","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0278-7393.34.2.353","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0278-7393.34.2.408","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0278-7393.34.3.439","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0278-7393.34.3.460","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/0278-7393.34.3.478","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1037/1931-3896.2.1.8","10.2190/em.29.2.d","article",FALSE,"article_closed","status_available",1,0
"10.1037/a0013595","10.1002/ejsp.2311","article",FALSE,"article_closed","status_available",1,0
"10.1037/a0015141","10.1037/pspp0000056","article",FALSE,"article_closed","status_available",1,0
"10.1037/a0015960","10.1177/2515245918810225","article",TRUE,"article_oa","status_available",7,1
"10.1037/a0018144","10.1037/xge0000124","article",TRUE,"article_oa","status_available",1,0
"10.1037/a0019432","10.17605/osf.io/g83kx","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1037/a0019786","10.1002/cpp.2677","article",TRUE,"article_oa","status_available",1,0
"10.1037/a0020092","10.1016/j.jrp.2019.103902","article",TRUE,"article_oa","status_available",1,0
"10.1037/a0020757","10.17605/osf.io/xcy9f",NA,NA,"online_deposit","status_not_retrieved",1,0
"10.1037/a0022403","10.7717/peerj.3580","article",TRUE,"article_oa","status_available",1,0
"10.1037/a0024248","10.3758/s13414-017-1344-3","article",TRUE,"article_oa","status_available",1,0
"10.1037/a0025253","10.1016/j.jrp.2014.06.006","article",FALSE,"article_closed","status_available",1,0
"10.1037/a0026942","10.1080/10826084.2016.1267222","article",FALSE,"article_closed","status_available",2,0
"10.1037/a0027586","10.3389/fnhum.2016.00475","article",TRUE,"article_oa","status_available",1,0
"10.1037/a0032028","10.1080/20008198.2017.1315291","article",TRUE,"article_oa","status_available",1,0
"10.1037/a0034462","10.1177/2515245918810225","article",TRUE,"article_oa","status_available",7,1
"10.1037/a0035615","10.17605/osf.io/7p5tw","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1037/a0036158","10.1037/cou0000322","article",TRUE,"article_oa","status_available",1,0
"10.1037/a0038647","10.1016/j.jrp.2019.06.009","article",FALSE,"article_closed","status_available",1,0
"10.1037/h0033373","10.1027/1864-9335/a000181","article",FALSE,"article_closed","status_available",1,0
"10.1037/h0087446","10.3758/s13421-018-0888-3","article",TRUE,"article_oa","status_available",1,0
"10.1037/h0099198","10.31234/osf.io/cdfxm","preprint",TRUE,"preprint","status_available",1,0
"10.1037/xlm0000207","10.1037/pag0000318","article",FALSE,"article_closed","status_available",1,0
"10.1038/2005","10.13188/2334-2846.1000009","article",TRUE,"article_oa","status_available",1,0
"10.1038/mp.2011.132","10.1192/bjp.bp.114.154997","article",TRUE,"article_oa","status_available",1,0
"10.1038/mp.2015.109","10.1038/s41398-021-01366-y","article",TRUE,"article_oa","status_available",1,0
"10.1038/mp.2015.32","10.1002/hup.2659","article",FALSE,"article_closed","status_available",1,0
"10.1038/nature01647","10.1111/j.1742-9536.2011.00001.x","article",TRUE,"article_oa","status_available",1,0
"10.1038/nature01930","10.1073/pnas.1601440113","article",FALSE,"article_closed","status_available",1,0
"10.1038/nature08833","10.1101/2021.11.30.470372","preprint",TRUE,"preprint","status_available",1,0
"10.1038/nature11071","10.7554/elife.21634","article",TRUE,"article_oa","status_available",1,0
"10.1038/nature13977","10.1038/s41586-019-1741-y","article",TRUE,"article_oa","status_available",1,0
"10.1038/nature14106","10.17605/osf.io/hy2pc",NA,NA,"online_deposit","status_not_retrieved",1,0
"10.1038/nclimate2093","10.1177/2515245918810225","article",TRUE,"article_oa","status_available",7,1
"10.1038/ng.1081","10.1038/s41598-017-07404-4","article",TRUE,"article_oa","status_available",4,1
"10.1038/ng.2397","10.1038/s41598-017-07404-4","article",TRUE,"article_oa","status_available",4,1
"10.1038/ng.732","10.1080/09513590.2021.1906854","article",FALSE,"article_closed","status_available",1,0
"10.1038/ng.81","10.1007/s00296-010-1789-3","article",FALSE,"article_closed","status_available",1,0
"10.1038/nm.2284","10.7554/elife.43511","article",TRUE,"article_oa","status_available",1,0
"10.1038/nm.4246","10.1016/j.nicl.2019.101796","article",TRUE,"article_oa","status_available",1,0
"10.1038/nn.3973","10.1016/j.cortex.2018.03.026","article",FALSE,"article_closed","status_available",1,0
"10.1038/srep30423","10.1098/rsos.181868","article",TRUE,"article_oa","status_available",1,0
"10.1038/srep38427","10.7554/elife.57614","article",TRUE,"article_oa","status_available",1,0
"10.1055/s-0030-1249773","10.1101/2020.06.23.167478","preprint",TRUE,"preprint","status_available",1,0
"10.1061/(asce)0733-9364(2008)134:10(776)","10.1061/9780784481264.018","conference-paper",FALSE,"other_unclassified","status_available",1,0
"10.1068/p7663","10.1167/18.10.139","article",TRUE,"article_oa","status_available",1,0
"10.1073/pnas.0505454102","10.1037/xge0000131","article",FALSE,"article_closed","status_available",1,0
"10.1073/pnas.0610941104","10.3389/fpubh.2020.579559","article",TRUE,"article_oa","status_available",1,0
"10.1073/pnas.0711555105","10.1111/j.1601-183x.2012.00849.x","article",FALSE,"article_closed","status_available",1,0
"10.1073/pnas.0803768105","10.1371/journal.pone.0080688","article",TRUE,"article_oa","status_available",1,0
"10.1073/pnas.0804388105","10.17605/osf.io/77gpt",NA,NA,"online_deposit","status_not_retrieved",1,0
"10.1073/pnas.0811879106","10.1002/alz.037925","article",FALSE,"article_closed","status_available",1,0
"10.1073/pnas.0812591106","10.1136/jmedgenet-2011-100586","article",TRUE,"article_oa","status_available",1,0
"10.1073/pnas.0903620106","10.3758/s13414-017-1408-4","review",TRUE,"article_oa","status_available",1,0
"10.1073/pnas.1103343108","10.1111/pops.12446","article",FALSE,"article_closed","status_available",1,0
"10.1073/pnas.1209746109","10.1073/pnas.1911695117","article",TRUE,"article_oa","status_available",1,0
"10.1073/pnas.1217854110","10.1038/s41562-020-0822-0","article",TRUE,"article_oa","status_available",1,0
"10.1073/pnas.1304437110","10.1080/19345747.2021.1931999","article",TRUE,"article_oa","status_available",1,0
"10.1073/pnas.1414784111","10.1016/j.evolhumbehav.2018.02.008","article",TRUE,"article_oa","status_available",3,0
"10.1073/pnas.1421435112","10.1111/ejn.14347","article",TRUE,"article_oa","status_available",1,0
"10.1073/pnas.1508631112","10.3758/s13423-019-01601-0","article",TRUE,"article_oa","status_available",1,0
"10.1073/pnas.1511536112","10.1073/pnas.2000311117","letter",TRUE,"article_oa","status_available",1,0
"10.1073/pnas.1520027113","10.31219/osf.io/pzy5q","preprint",FALSE,"preprint","status_available",1,0
"10.1080/00036840500462020","10.1080/00036846.2015.1013613","article",FALSE,"article_closed","status_available",1,0
"10.1080/00140139608964474","10.1080/00140139.2021.1909752","article",FALSE,"article_closed","status_available",1,0
"10.1080/00223890802634290","10.13016/m26k8d","dissertation",NA,"online_deposit","status_not_retrieved",2,0
"10.1080/00224545.2016.1270892","10.1073/pnas.2103313118","article",TRUE,"article_oa","status_available",7,1
"10.1080/00343409412331348386","10.1108/20452101311318648","article",FALSE,"article_closed","status_available",1,0
"10.1080/026990599121494","10.1080/09362835.2016.1238379","article",FALSE,"article_closed","status_available",1,0
"10.1080/02699930802652388","10.1080/02699931.2015.1136270","article",FALSE,"article_closed","status_available",1,0
"10.1080/02699931.2016.1260528","10.17605/osf.io/btf8h","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1080/027249999393022","10.1037/xge0000200","article",TRUE,"article_oa","status_available",1,0
"10.1080/03634520216516","10.1080/10510974.2018.1466719","article",FALSE,"article_closed","status_available",1,0
"10.1080/09515080902802769","10.1007/s13164-018-0400-9","article",TRUE,"article_oa","status_available",5,1
"10.1080/09602011.2012.656460","10.1055/s-0036-1597262","article",TRUE,"article_oa","status_available",1,0
"10.1080/10447318.2011.595621","10.1145/2858036.2858349","conference-paper",TRUE,"other_unclassified","status_available",1,0
"10.1080/10478400701598298","10.33915/etd.5609","dissertation",TRUE,"online_deposit","status_available",1,0
"10.1080/17461391.2018.1431311","10.31234/osf.io/vkarq","preprint",TRUE,"preprint","status_available",1,0
"10.1080/17470218.2013.777084","10.1027/1618-3169/a000490","article",TRUE,"article_oa","status_available",1,0
"10.1086/250037","10.2139/ssrn.2231535","preprint",TRUE,"preprint","status_available",1,0
"10.1086/269239","10.1177/2515245918810225","article",TRUE,"article_oa","status_available",7,1
"10.1086/323281","10.1002/jae.2782","article",FALSE,"article_closed","status_available",1,0
"10.1086/374184","10.1561/104.00000076","article",FALSE,"article_closed","status_available",1,0
"10.1086/427464","10.1162/rest_a_00050","article",TRUE,"article_oa","status_available",1,0
"10.1086/497550","10.17605/osf.io/zya9n",NA,NA,"online_deposit","status_not_retrieved",1,0
"10.1086/511995","10.5018/economics-ejournal.ja.2017-13","article",TRUE,"article_oa","status_available",1,0
"10.1086/527495","10.1002/jae.2540","article",TRUE,"article_oa","status_available",1,0
"10.1086/598971","10.31234/osf.io/v643q","preprint",TRUE,"preprint","status_available",1,0
"10.1086/605565","10.1177/1091142115605380","article",FALSE,"article_closed","status_available",1,0
"10.1086/661890","10.31234/osf.io/fm7aj","preprint",TRUE,"preprint","status_available",1,0
"10.1086/662130","10.17605/osf.io/mjb97","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1086/666746","10.17605/osf.io/jhe6q","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1086/670272","10.17605/osf.io/xue5d","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1086/673256","10.1561/107.00000066","article",TRUE,"article_oa","status_available",1,0
"10.1086/675910","10.17605/osf.io/ujmvw","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1086/678484","10.31234/osf.io/yd4re","preprint",TRUE,"preprint","status_available",1,0
"10.1086/679118","10.17605/osf.io/ezw6p",NA,NA,"online_deposit","status_not_retrieved",1,0
"10.1086/684032","10.17605/osf.io/nekdp","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1086/691703","10.17605/osf.io/tgkhv","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1086/693869","10.17605/osf.io/8xyhb","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1086/698750","10.17605/osf.io/eqyhz","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1093/brain/awn266","10.7287/peerj.preprints.3352v1","preprint",TRUE,"preprint","status_available",2,0
"10.1093/cercor/bhn022","10.1080/17588928.2017.1372405","editorial",TRUE,"article_oa","status_available",1,0
"10.1093/hmg/ddq571","10.1186/1471-2474-15-38","article",TRUE,"article_oa","status_available",1,0
"10.1093/hmg/ddr268","10.4103/0366-6999.171421","article",TRUE,"article_oa","status_available",1,0
"10.1093/infdis/jit520","10.1016/j.pmedr.2017.02.001","article",TRUE,"article_oa","status_available",1,0
"10.1093/jcr/ucv051","10.1073/pnas.2103313118","article",TRUE,"article_oa","status_available",7,1
"10.1093/jcr/ucw056","10.1073/pnas.2103313118","article",TRUE,"article_oa","status_available",7,1
"10.1093/joc/jqx008","10.1093/hcr/hqab013","article",FALSE,"article_closed","status_available",1,0
"10.1093/jos/ffr009","10.48550/arxiv.1605.00178","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1093/poq/nfm056","10.1093/poq/nfab031","article",FALSE,"article_closed","status_available",1,0
"10.1093/ptj/85.6.515","10.2522/ptj.20120444","article",TRUE,"article_oa","status_available",1,0
"10.1093/qje/qjr034","10.1126/science.aaf0918","article",TRUE,"article_oa","status_available",6,1
"10.1093/qje/qjt035","10.1126/science.aaf0918","article",TRUE,"article_oa","status_available",6,1
"10.1093/qje/qjv001","10.1002/jae.2853","article",TRUE,"article_oa","status_available",1,0
"10.1093/restud/rdv039","10.1093/restud/rdab037","article",TRUE,"article_oa","status_available",1,0
"10.1093/rheumatology/keq072","10.1136/bjsports-2014-094114.83","conference-abstract",TRUE,"other_unclassified","status_available",1,0
"10.1093/scan/nsu108","10.3389/fnbeh.2018.00080","article",TRUE,"article_oa","status_available",1,0
"10.1093/scan/nsw077","10.31234/osf.io/gn5dz","preprint",TRUE,"preprint","status_available",1,0
"10.1093/sf/sou103","10.17605/osf.io/5ywth","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1097/00006842-200103000-00012","10.1016/j.ijpsycho.2015.12.004","article",FALSE,"article_closed","status_available",1,0
"10.1097/00007632-200211010-00009","10.1186/1748-7161-8-s2-o2","article",TRUE,"article_oa","status_available",1,0
"10.1097/01.naq.0000305943.46440.77","10.5172/conu.2013.43.2.237","article",FALSE,"article_closed","status_available",1,0
"10.1097/acm.0b013e31823b55fa","10.1007/s40037-020-00611-2","article",TRUE,"article_oa","status_available",1,0
"10.1097/brs.0b013e3181ed2de1","10.1097/brs.0b013e3182947d21","article",FALSE,"article_closed","status_available",1,0
"10.1097/brs.0b013e31828de9e1","10.1186/s12891-016-0863-8","article",TRUE,"article_oa","status_available",1,0
"10.1098/rsbl.2006.0509","10.1371/journal.pone.0255531","article",TRUE,"article_oa","status_available",1,0
"10.1098/rsta.2014.0464","10.1098/rsos.180475","article",TRUE,"article_oa","status_available",1,0
"10.1111/1467-9280.00162","10.31234/osf.io/u5dxn","preprint",TRUE,"preprint","status_available",1,0
"10.1111/1467-9280.00334","10.1177/2515245918810225","article",TRUE,"article_oa","status_available",7,1
"10.1111/1540-6237.8402002","10.1080/00330124.2012.681509","article",FALSE,"article_closed","status_available",1,0
"10.1111/ajps.12074","10.17605/osf.io/swkur","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1111/ajps.12164","10.17605/osf.io/j6c8g","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1111/ajps.12240","10.17605/osf.io/d4p59","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1111/aphw.12027","10.1007/s12144-021-02065-z","review",TRUE,"article_oa","status_available",1,0
"10.1111/bjc.12069","10.32872/cpe.v2i4.2593","article",TRUE,"article_oa","status_available",1,0
"10.1111/cdev.12603","10.17605/osf.io/yfvzr","preprint",NA,"preprint","status_not_retrieved",1,0
"10.1111/j.1467-7687.2004.00351.x","10.1371/journal.pone.0255157","article",TRUE,"article_oa","status_available",1,0
"10.1111/j.1467-7687.2005.00441.x","10.1515/iral-2012-0001","article",FALSE,"article_closed","status_available",1,0
"10.1111/j.1467-7687.2009.00946.x","10.1098/rsos.191998","article",TRUE,"article_oa","status_available",1,0
"10.1111/j.1467-7687.2011.01124.x","10.1111/desc.13100","article",TRUE,"article_oa","status_available",1,0
"10.1111/j.1467-7687.2011.01127.x","10.1016/j.infbeh.2019.101340","article",TRUE,"article_oa","status_available",1,0
"10.1111/j.1467-8624.1993.tb04206.x","10.1111/desc.12697","article",FALSE,"article_closed","status_available",1,0
"10.1111/j.1467-8624.1996.tb01852.x","10.1037/dev0001119","article",TRUE,"article_oa","status_available",2,0
"10.1111/j.1467-8624.2007.00995.x","10.1016/j.intell.2020.101471","article",TRUE,"article_oa","status_available",1,0
"10.1111/j.1467-9221.2011.00840.x","10.1080/00207594.2012.693182","article",FALSE,"article_closed","status_available",1,0
"10.1111/j.1467-9280.2005.01661.x","10.36850/e1","article",TRUE,"article_oa","status_available",2,0
"10.1111/j.1467-9280.2006.01698.x","10.36850/e1","article",TRUE,"article_oa","status_available",2,0
"10.1111/j.1467-9280.2006.01705.x","10.1080/15534510.2019.1710248","article",TRUE,"article_oa","status_available",1,0
"10.1111/j.1467-9280.2006.01811.x","10.31234/osf.io/v674w","preprint",TRUE,"preprint","status_available",1,0
"10.1111/j.1467-9280.2006.01824.x","10.1016/j.jesp.2015.10.012","article",TRUE,"article_oa","status_available",2,0
"10.1111/j.1467-9280.2007.01944.x","10.1177/0956797617747090","article",FALSE,"article_closed","status_available",1,0
"10.1111/j.1467-9280.2008.02039.x","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1111/j.1467-9280.2008.02040.x","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1111/j.1467-9280.2008.02044.x","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1111/j.1467-9280.2008.02049.x","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1111/j.1467-9280.2008.02051.x","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1111/j.1467-9280.2008.02052.x","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1111/j.1467-9280.2008.02060.x","10.17605/osf.io/jc8rb",NA,NA,"online_deposit","status_not_retrieved",1,0
"10.1111/j.1467-9280.2008.02069.x","10.17605/osf.io/vk6d9","other",NA,"online_deposit","status_not_retrieved",1,0
"10.1111/j.1467-9280.2008.02070.x","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1111/j.1467-9280.2008.02076.x","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1111/j.1467-9280.2008.02077.x","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1111/j.1467-9280.2008.02078.x","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1111/j.1467-9280.2008.02081.x","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1111/j.1467-9280.2008.02082.x","10.1080/02699931.2017.1292217","article",FALSE,"article_closed","status_available",1,0
"10.1111/j.1467-9280.2008.02084.x","10.1371/journal.pone.0042510","article",TRUE,"article_oa","status_available",1,0
"10.1111/j.1467-9280.2008.02092.x","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1111/j.1467-9280.2008.02093.x","10.1126/science.aac4716","article",TRUE,"article_oa","status_available",40,1
"10.1111/j.1467-9280.2008.02124.x","10.1177/1948550612439721","article",FALSE,"article_closed","status_available",1,0
