"term","estimate","se_model","lower_model","upper_model","p_model","se_CR2","lower_CR2","upper_CR2","p_CR2","df_CR2"
"age_r",0.324617024577556,0.0615434609576491,0.203994057616617,0.445239991538495,1.33047306568757e-07,0.338923151508575,-0.346543952158151,0.995778001313264,0.340127453198065,117.985318394097
"age_r_sq",-0.0199713050173524,0.0083135430241526,-0.0362655499286157,-0.00367706010608909,0.0162940522065757,0.0437634784327472,-0.106674745313546,0.0667321352788409,0.64901690760916,112.988396243993
"gap_years",-0.159138744311717,0.138875095587098,-0.431328930011986,0.113051441388552,0.251831250310426,0.101646438977919,-0.363539647955467,0.0452621593320338,0.124042960256725,47.7554528735896
"has_overlap_f",-0.145064095308417,3.49831881645198,-7.00164298199309,6.71151479137626,0.96692375787786,2.52647398527547,-5.18251892476251,4.89239073414567,0.954373470812309,71.1558634222376
"SNIP_centered",-0.513643238018217,0.830758136298516,-2.14189926502693,1.11461278899049,0.536389119186152,0.66985132072036,-1.84301196108349,0.815725485047056,0.445050453850885,97.5854751349507
"snip_missing_f",0.1114055587159,3.83217762573467,-7.39952457008426,7.62233568751606,0.976807897452536,2.87567623077903,-5.63358870195434,5.85639981938614,0.969217945442615,63.901483592183
"same_journal_f",0.341351258415975,3.27163528590087,-6.07093607250013,6.75363858933208,0.916902244416739,2.7603924882666,-5.13946243433086,5.8221649511628,0.901848158715216,94.013554054842
"same_journal_missing",2.23972477210491,7.58666878360985,-12.6298728064047,17.1093223506145,0.767826991271622,4.91168124089632,-8.28143414879166,12.7608836930015,0.655290049718476,14.1919228713056
"multi_original_f",3.00186882757067,4.55381252919205,-5.92343972199301,11.9271773771343,0.509767966136217,3.68264154545815,-4.40260663624035,10.4063442913817,0.41901901991821,47.9928814923141
"publisher_group_article_oa",-0.38210356223655,2.57791625333913,-5.43472657394167,4.67051944946857,0.882167674383567,2.29047879375783,-4.89623113913501,4.13202401466191,0.867663125949292,219.655473769377
"publisher_group_preprint",4.53317359561017,7.84742991585864,-10.8475064106749,19.9138536018953,0.563491346625767,5.90336484104586,-7.92654569208655,16.9928928833069,0.453135270836701,16.9160856185992
"publisher_group_online_deposit",6.14305429321705,8.41502589474314,-10.3500933894514,22.6362019758855,0.46538398201968,6.79204054679196,-8.01422858107359,20.3003371675077,0.376398658447553,20.2378133222494
"publisher_group_other_publisher_output",0.271108463254248,9.09708432804404,-17.5588491840358,18.1010661105443,0.976225213027643,4.75693846012801,-9.61740970308448,10.159626629593,0.95508657356101,21.1431579496858
"subj_cognitive_psychology",-7.70727876818426,3.0415086402821,-13.6685261618046,-1.74603137456395,0.0112758588013903,2.47394309928068,-12.5960964375301,-2.81846109883846,0.00220677510830497,147.988751785765
"subj_developmental_psychology",-8.48272523249613,6.32736530800179,-20.8841333532078,3.91868288821556,0.180037045068186,3.31908496070075,-15.4469242039131,-1.51852626107913,0.0196763429109204,18.3282055050263
"subj_social_psychology",-5.07734121142013,3.17151518105022,-11.2933967427006,1.13871431986033,0.109394700152728,2.35889859763559,-9.74531880333281,-0.409363619507457,0.0332614303039888,126.596887249196
"subj_psychology_other",-5.17965273432873,6.93811120409916,-18.7781008150969,8.41879534643945,0.455334733364061,5.35547709395026,-16.5941684884154,6.23486301975796,0.348789505774374,15.0062409078328
"subj_biological_neuropsychology",-8.70793204094837,5.71206762351722,-19.9033788602994,2.48751477840269,0.127388884591102,3.84258111242416,-16.5792786663192,-0.836585415577485,0.0313671830463042,27.9861076908027
"subj_clinical_psychology",-6.68069116246852,8.24868499847137,-22.8478166792882,9.4864343543512,0.417991994939416,6.8609711931286,-22.2165506276425,8.85516830270549,0.35579541548593,8.94235600538959
"subj_differential_personality_diagnostics",20.3339363711862,7.32229639713338,5.98249914867736,34.685373593695,0.00548650398602881,19.2206378711643,-22.0032712881884,62.6711440305608,0.31291104468606,10.9304415307552
"subj_human_medicine",-10.6012596737815,4.81534243424665,-20.0391574181324,-1.16336192943063,0.0276964865121595,5.71286264833745,-22.1105671834966,0.908047835933582,0.0701176326621321,44.5773975489533
"subj_sociology_social_sciences",0.296381813175777,8.0801799800196,-15.5404799362642,16.1332435626158,0.970740075519248,6.990198212737,-14.6946804613157,15.2874440876673,0.966778300004523,14.0141674330746
"subj_health_sciences_general",-0.868478842164234,8.47328976393589,-17.4758216100505,15.738863925722,0.918362937598404,5.39720955016171,-12.6045391711208,10.8675814867923,0.874791867804365,12.2201089692487
"subj_biology",-23.4599813380194,4.39679476628342,-32.0775407273491,-14.8424219486897,9.51762359898165e-08,5.65981320406953,-34.7915722531566,-12.1283904228822,0.000113094340720229,57.4655409201196
"subj_education",-7.19488860027362,6.71657068644528,-20.3591252453238,5.96934804477659,0.284072947086243,3.55781414969343,-14.7064371111973,0.316659910650075,0.0593218923960554,16.8464033416412
"subj_political_science",-8.6925869124202,5.29740501709012,-19.0753099574386,1.69013613259823,0.10081523489747,3.89614945693705,-16.5524652846166,-0.832708540223782,0.0310039046123759,42.5240227676709
"subj_general_comparative_literature_linguistics",-1.17866278636359,8.03428123089666,-16.9255646405872,14.56823906786,0.883365504750796,3.67976042148626,-9.37993474958609,7.02260917685892,0.755339389011876,9.97975749584541
"subj_microeconomics",-0.818216703589834,4.14436839929547,-8.94102950487486,7.3045960976952,0.84349217830644,3.13098861450439,-7.10834248604689,5.47190907886722,0.794921892188837,49.5705841314677
"subj_marketing",-2.6401424944457,8.95991072787707,-20.2012448257788,14.9209598368874,0.76825232649394,4.63293599801036,-13.0006321510639,7.72034716217248,0.581676364853353,9.73871166571802
"subj_macroeconomics",6.15937272561509,4.66187666273996,-2.977737633723,15.2964830849532,0.186427444537678,5.24145089693675,-4.51493721736145,16.8336826685916,0.248569150376372,32.1672108172597
"subj_behavioural_experimental_economics",-1.59701147210218,6.02196246034662,-13.3998410106338,10.2058180664294,0.790857054296592,4.58366909668224,-11.0959613474389,7.90193840323458,0.730800042693003,22.2831296247252
"subj_finance",40.1559322829883,8.04680504440686,24.3844842053356,55.9273803606409,6.0287100605945e-07,42.1070902786708,-56.5194854961272,136.831350062104,0.367497089705972,8.20652824540896
"subj_business_administration",3.12036986388236,8.90857915981083,-14.340124442771,20.5808641705357,0.726139291696234,4.28899293181417,-6.57673202756067,12.8174717553254,0.485331667266085,9.03222532465383
"subj_economics_business",-15.5410222451752,15.0079467256689,-44.9560573093821,13.8740128190317,0.300426341036652,10.1283336953555,-38.5072858931825,7.42524140283204,0.159819151539634,8.86230197211692
"subj_psychology",-2.08810032501312,7.54627924522928,-16.8785358629446,12.7023352129184,0.782005907089886,4.63122967612319,-11.3728369509238,7.19663630089756,0.653883087932625,54.0813427849021
"subj_other",0.728089653854915,5.77338597352917,-10.587538923111,12.0437182308208,0.899643761998524,4.8802976037985,-9.22239301288975,10.6785723205996,0.882363334553745,31.2284145492328
