"draw","n","observed","counterfactual","att","reduction_pct","negative_counterfactual_cells"
405,4998,115590,132262.077314372,-3.33574976277954,12.6053345395026,438
406,5048,118286,146645.172781969,-5.61790269056445,19.3386336856335,392
407,5100,136316,107833.8614782,5.5847330434903,-26.4129820924188,600
408,4942,123491,157112.284208252,-6.80317365606077,21.3995260635937,412
409,5020,131104,149032.715425556,-3.57145725608679,12.0300535183574,442
410,5055,123093,148988.014654674,-5.122653739797,17.3806025368508,391
411,5051,132980,131238.088524452,0.344864675420224,-1.32729110514513,575
412,5096,122768,156858.586081253,-6.68967544765565,21.7333248583499,400
413,5142,137629,168336.683825218,-5.97193384387755,18.2418253273313,399
414,5040,146932,188640.322383931,-8.27546079046253,22.1099719597829,338
415,5053,119321,153818.765131095,-6.8271848666327,22.4275400349844,468
416,5044,119377,134776.379824713,-3.05300948150542,11.425874359247,360
417,5016,122558,107555.811765315,2.99086687294353,-13.9482822810349,569
418,4956,119552,106837.618378763,2.56545230452731,-11.9006599119068,499
419,5053,131026,149943.546531195,-3.7438247637434,12.6164459683896,451
420,4962,126426,171543.009786273,-9.09250499521828,26.3006984909993,493
421,4951,124325,148776.027240452,-4.93860376498719,16.4347897265289,356
422,5106,125887,179362.06554055,-10.47298580896,29.8140330729298,494
423,4946,131968,107224.299338673,5.00277004879245,-23.0765794823927,441
424,5060,145702,187634.932685659,-8.28714084696823,22.3481481222415,407
425,5216,132459,165454.935911159,-6.32590795842781,19.9425515651443,355
426,5151,144787,173638.086765323,-5.60106518449285,16.6156442418741,471
427,4964,96146,138209.213911019,-8.47365308441155,30.434449860991,442
428,5107,144288,174867.581586794,-5.98777787092108,17.4872788365384,473
429,5035,122437,99073.7246965887,4.64017384377584,-23.5817068298996,587
430,5032,118929,142419.787141144,-4.6682804334546,16.4940473600506,358
431,5100,111186,148436.493195353,-7.30401827359868,25.095239313104,568
432,5014,130180,162446.500599355,-6.4352813321411,19.8628474484254,394
433,5082,117757,142722.506405027,-4.91253569559766,17.4923402299134,486
434,5079,123399,97103.4051159045,5.17731736249173,-27.0799925632974,777
435,5085,135455,161381.748268208,-5.09867222580291,16.0654773829311,418
436,4994,113697,132910.731654315,-3.8473631666629,14.4561175874701,442
437,5114,123363,122784.524289088,0.113116095211515,-0.471130799472499,562
438,4991,124577,96503.2336056367,5.62487805937954,-29.0910110940817,632
439,5101,139757,180617.349717994,-8.01026263830497,22.6226050718776,442
440,5038,142583,165620.159708469,-4.57267957690927,13.9096350039873,337
441,4941,132763,165261.272763673,-6.57726629501574,19.6647842656676,341
442,5018,137616,158366.283505846,-4.13517008884929,13.1027154558943,386
443,4941,139230,172165.456670484,-6.6657471504723,19.130118960809,471
444,5029,109051,123420.672117131,-2.85736172541885,11.6428405960178,421
445,5081,114178,108895.691429617,1.03961987214784,-4.850796667008,492
446,5036,133190,168301.27980129,-6.97205714878667,20.8621585306689,475
447,5048,125077,110594.248646889,2.86900779578273,-13.0953928710638,651
448,4907,127907,134437.839470722,-1.33092306311842,4.85788785094569,435
449,4982,130578,173614.040959365,-8.63830609381079,24.7883412663829,298
450,5016,128169,71320.8427490255,11.3333646832086,-79.7076353276143,667
451,5091,117120,166155.63595681,-9.63182792316039,29.5118704065842,501
452,4997,136530,169677.608266225,-6.63350175429761,19.5356409162819,364
453,5033,111994,124271.579358428,-2.4394157278815,9.87963573152655,544
454,5054,130095,91068.9738333859,7.72180968868501,-42.8532622295861,611
455,5018,149347,201784.838443284,-10.4499478763021,25.9870061833327,478
456,5018,117915,154346.245909971,-7.26011277600062,23.6035840685242,408
457,5054,125204,165565.797403048,-7.98610949803095,24.3781010547685,433
458,5047,113962,146653.406460922,-6.47739379055311,22.2916107097947,351
459,5015,121232,141269.478952677,-3.99550926274722,14.1838697935521,374
460,5019,127666,164121.785616446,-7.2635556119638,22.2126425687591,499
461,5001,140937,92284.1084759658,9.72863257829119,-52.720768859901,117
462,5033,139009,94084.7406386748,8.9259406638834,-47.7487199904747,155
463,5102,130288,158108.945428829,-5.45294892764191,17.5960603325587,469
464,5115,126751,168649.977720412,-8.19139349372662,24.8437493361973,486
465,5154,138422,160774.778549063,-4.33697682364431,13.9031623932491,407
466,5105,115851,149282.27398117,-6.54873143607632,22.3946709074023,406
467,5081,139097,179971.139505453,-8.04450688948094,22.711496753186,382
468,5047,155672,72216.6172595984,16.5356415178129,-115.56257535631,871
469,5021,123387,150763.740533639,-5.45244782585917,18.1587034367395,462
470,5053,121641,159628.675277944,-7.51784588916373,23.7975258591857,443
471,5023,141079,165818.482275468,-4.92524034948601,14.9196168822541,420
472,4883,137471,179935.991737007,-8.69649636227865,23.6000542899017,397
473,4959,135753,172637.298107206,-7.43784999137034,21.3651965777991,399
474,5018,113901,156345.22191288,-8.458394163587,27.1477576312059,465
475,5091,153073,110236.825998839,8.41409821276,-38.8583158241624,704
476,4984,127150,141951.277136367,-2.96975865496937,10.4270123065876,392
477,4959,130137,157149.249025358,-5.44711615756354,17.1889138464791,356
478,5155,158051,178487.41626333,-3.96438724797871,11.4497798730973,437
479,4956,123525,153020.822389734,-5.95153801245651,19.2756919804093,404
480,5110,132837,160799.229535084,-5.47206057438043,17.389529549321,382
481,5158,139784,161959.948145592,-4.29933077657853,13.6922420632398,423
482,5027,139326,161426.253148715,-4.39631055275805,13.6906189158431,359
483,5097,133215,150945.331284719,-3.47858177059421,11.7461938927247,456
484,5018,132476,149497.202596301,-3.39202921408948,11.3856328417493,280
485,5012,131212,110406.270295116,4.15118310153308,-18.8446993538229,485
486,5029,130224,171397.240968398,-8.18716265030784,24.022114204271,471
487,5134,117770,157348.379066395,-7.70907266583468,25.1533440008903,491
488,5037,121253,145750.003082602,-4.86341137236494,16.8075489293258,447
489,5069,122049,152334.038351612,-5.97455875944203,19.8806771482739,406
490,5092,117201,153096.393649837,-7.04937031615026,23.4462698918547,544
491,5060,107621,139125.547438781,-6.22619514600412,22.6446889293598,417
492,5133,137467,162468.281414897,-4.87069577535491,15.3884076308106,380
493,5189,136340,167478.823856989,-6.00092963133348,18.5926931774843,418
494,4883,138516,165277.826302326,-5.48061157123211,16.192024605511,500
495,5005,125484,159091.566317809,-6.71479846509669,21.1246687022195,357
496,5121,115378,146534.150331612,-6.08399733091429,21.2620404602645,443
497,5051,112363,87849.8232719607,4.85313338508004,-27.9035014699491,232
498,5056,134667,155188.274970622,-4.0587964736199,13.2234699912136,484
499,4964,147625,174349.249078728,-5.38361182085568,15.3279978089612,432
500,5054,134922,121795.697571803,2.59721061104016,-10.777312080715,614
