"term","estimate","se_model","lower_model","upper_model","p_model","se_CR2","lower_CR2","upper_CR2","p_CR2","df_CR2"
"subj_clinical_psychology",-7.37891068615541,8.54704400981156,-24.1308091196649,9.37298774735405,0.38795662141234,7.01952317938147,-23.2572931284892,8.49947175617839,0.320562826603964,9.00328149380997
"subj_differential_personality_diagnostics",3.63846145037764,5.95756435909948,-8.03815012903678,15.3150730297921,0.541378545289795,8.95371603259974,-17.0756960283039,24.3526189290592,0.695322199899202,7.85431697113148
"subj_human_medicine",-11.0777574683052,4.81794466753238,-20.5207554961755,-1.63475944043496,0.0214895906682686,5.77473338728279,-22.7698530186518,0.614338082041337,0.0626423573616052,37.8267104065799
"subj_sociology_social_sciences",-1.82985762655528,8.41295211407623,-18.3189407738048,14.6592255206942,0.827814951897865,7.3326978015491,-17.4987718900729,13.8390566369624,0.806419549515471,14.5765398923575
"subj_health_sciences_general",-3.73789594265437,8.89820816691874,-21.1780634767553,13.7022715914465,0.674432212909893,5.54941657911813,-15.7507442123931,8.27495232708434,0.512614518058795,12.7487454883678
"subj_biology",-25.0335715504261,4.49950534277762,-33.8524399705158,-16.2147031303364,2.64223686418192e-08,5.75600459303598,-36.5738105154897,-13.4933325853626,6.1053536067415e-05,53.9704775237506
"subj_education",-9.53945084633908,6.89500562436369,-23.053413543293,3.97451185061487,0.166502250102197,3.73620512569876,-17.3863322941687,-1.69256939850948,0.019916364166686,18.0834047242263
"subj_political_science",-9.73643459993343,5.52011187602709,-20.5556550675784,1.0827858677115,0.0777637880661739,4.47486577084538,-18.7357908939811,-0.737078305885733,0.034568403717717,47.5833661706443
"subj_general_comparative_literature_linguistics",-2.8557674619762,8.38483035430004,-19.2897329728825,13.5781980489301,0.733414225948717,3.5761854009078,-10.8046896978978,5.09315477394537,0.442777401229945,10.1824955116078
"subj_microeconomics",-2.73554156158018,4.20527229091634,-10.9777237969604,5.50664067380009,0.515367468876574,3.1512292774794,-9.0744071456738,3.60332402251345,0.389742173649135,47.1663135383027
"subj_marketing",-5.64597210038016,7.29670565749684,-19.9472523948636,8.65530819410329,0.439066803017311,4.1817478101013,-18.2223255979983,6.93038139723801,0.26121749741518,3.33855691970314
"subj_macroeconomics",4.84762146170952,4.82964569172085,-4.61831015215239,14.3135530755714,0.315512646969385,5.30653970059224,-5.9535686402055,15.6488115636245,0.367675806370918,32.6063348754453
"subj_behavioural_experimental_economics",-2.55841628048116,7.12067980422963,-16.514692242213,11.3978596812506,0.719375293609074,5.99904667787918,-15.3392283139209,10.2223957529585,0.675790748127466,15.0792874291222
"subj_finance",38.7898952818565,8.30929581107879,22.5039747552525,55.0758158084604,3.03771656111084e-06,41.8967584143858,-57.327161621602,134.906952185315,0.380828369494539,8.24479541524897
"subj_business_administration",1.16616792830631,9.47298824493476,-17.4005478577371,19.7328837143497,0.902024310545217,4.35011846022473,-8.89803797341442,11.230373830027,0.79554680846747,7.85284456978851
"subj_economics_business",-11.3004074076035,13.0349883046328,-36.8485150235845,14.2477002083776,0.385980995571407,10.320211025691,-37.8711835281936,15.2703687129866,0.32369243466455,4.97395946247318
"subj_psychology",-1.90441520780474,6.93763495034764,-15.5019298483724,11.693099432763,0.783696592076686,4.65485574853854,-11.3550936307136,7.54626321510414,0.684947250094474,34.9153697719207
"subj_other",-0.464778285824039,5.97186404236846,-12.169416729436,11.2398601577879,0.937964866406209,5.39211927973757,-11.4200208919698,10.4904643203217,0.931812779012679,34.2428807127529
